#GO term	GO term name	GO category	# positive examples	# negative examples	# unknown examples
4553	hydrolase activity, hydrolyzing O-glycosyl compounds	F	68	10272	51506
4672	protein kinase activity	F	108	10247	51491
4673	protein histidine kinase activity	F	76	10268	51502
4812	aminoacyl-tRNA ligase activity	F	119	10288	51439
4871	signal transducer activity	F	191	10273	51382
4872	receptor activity	F	133	10334	51379
5198	structural molecule activity	F	395	10053	51398
5319	lipid transporter activity	F	55	10314	51477
5342	organic acid transmembrane transporter activity	F	261	9938	51647
5506	iron ion binding	F	102	10246	51498
5524	ATP binding	F	189	9094	52563
8026	ATP-dependent helicase activity	F	100	10136	51610
8080	N-acetyltransferase activity	F	66	10268	51512
8081	phosphoric diester hydrolase activity	F	59	10270	51517
8094	DNA-dependent ATPase activity	F	84	10153	51609
8135	translation factor activity, RNA binding	F	60	10335	51451
8168	methyltransferase activity	F	314	10079	51453
8170	N-methyltransferase activity	F	92	10299	51455
8173	RNA methyltransferase activity	F	156	10237	51453
8186	RNA-dependent ATPase activity	F	63	10182	51601
8233	peptidase activity	F	230	10086	51530
8237	metallopeptidase activity	F	63	10222	51561
8238	exopeptidase activity	F	63	10212	51571
8270	zinc ion binding	F	192	10103	51551
8324	cation transmembrane transporter activity	F	403	9781	51662
8374	O-acyltransferase activity	F	85	10277	51484
8408	3'-5' exonuclease activity	F	57	10248	51541
8483	transaminase activity	F	83	10306	51457
8509	anion transmembrane transporter activity	F	327	9855	51664
8514	organic anion transmembrane transporter activity	F	272	9919	51655
8649	rRNA methyltransferase activity	F	116	10212	51518
8757	S-adenosylmethionine-dependent methyltransferase activity	F	268	10129	51449
9055	electron carrier activity	F	141	10268	51437
9982	pseudouridine synthase activity	F	86	10324	51436
10181	FMN binding	F	54	10406	51386
15036	disulfide oxidoreductase activity	F	64	10196	51586
15075	ion transmembrane transporter activity	F	678	9489	51679
15077	monovalent inorganic cation transmembrane transporter activity	F	167	10031	51648
15078	hydrogen ion transmembrane transporter activity	F	112	10085	51649
15103	inorganic anion transmembrane transporter activity	F	63	10138	51645
15144	carbohydrate transmembrane transporter activity	F	250	9956	51640
15145	monosaccharide transmembrane transporter activity	F	75	10089	51682
15171	amino acid transmembrane transporter activity	F	193	9991	51662
15175	neutral amino acid transmembrane transporter activity	F	68	10091	51687
15179	L-amino acid transmembrane transporter activity	F	112	10047	51687
15197	peptide transporter activity	F	147	10200	51499
15238	drug transmembrane transporter activity	F	66	10203	51577
15267	channel activity	F	104	10163	51579
15288	porin activity	F	56	10214	51576
15291	secondary active transmembrane transporter activity	F	224	9994	51628
15293	symporter activity	F	93	10150	51603
15294	solute:cation symporter activity	F	70	10097	51679
15297	antiporter activity	F	85	10176	51585
15399	primary active transmembrane transporter activity	F	320	9932	51594
15405	P-P-bond-hydrolysis-driven transmembrane transporter activity	F	315	9936	51595
16209	antioxidant activity	F	85	10411	51350
16298	lipase activity	F	64	10274	51508
16301	kinase activity	F	441	9842	51563
16407	acetyltransferase activity	F	125	10217	51504
16410	N-acyltransferase activity	F	73	10268	51505
16462	pyrophosphatase activity	F	699	9526	51621
16614	oxidoreductase activity, acting on CH-OH group of donors	F	260	9988	51598
16616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	F	225	10021	51600
16620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	F	66	10182	51598
16627	oxidoreductase activity, acting on the CH-CH group of donors	F	90	10148	51608
16645	oxidoreductase activity, acting on the CH-NH group of donors	F	73	10195	51578
16646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	F	63	10204	51579
16651	oxidoreductase activity, acting on NAD(P)H	F	163	10084	51599
16655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	F	54	10189	51603
16667	oxidoreductase activity, acting on a sulfur group of donors	F	104	10157	51585
16705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	F	51	10208	51587
16741	transferase activity, transferring one-carbon groups	F	360	10026	51460
16746	transferase activity, transferring acyl groups	F	344	10039	51463
16747	transferase activity, transferring acyl groups other than amino-acyl groups	F	310	10079	51457
16757	transferase activity, transferring glycosyl groups	F	298	10077	51471
16758	transferase activity, transferring hexosyl groups	F	95	10215	51536
16763	transferase activity, transferring pentosyl groups	F	94	10214	51538
16765	transferase activity, transferring alkyl or aryl (other than methyl) groups	F	160	10221	51465
16769	transferase activity, transferring nitrogenous groups	F	88	10302	51456
16772	transferase activity, transferring phosphorus-containing groups	F	930	9412	51504
16773	phosphotransferase activity, alcohol group as acceptor	F	370	9962	51514
16774	phosphotransferase activity, carboxyl group as acceptor	F	51	10347	51448
16775	phosphotransferase activity, nitrogenous group as acceptor	F	79	10298	51469
16776	phosphotransferase activity, phosphate group as acceptor	F	61	10334	51451
16779	nucleotidyltransferase activity	F	251	10104	51491
16780	phosphotransferase activity, for other substituted phosphate groups	F	80	10315	51451
16782	transferase activity, transferring sulfur-containing groups	F	65	10323	51458
16788	hydrolase activity, acting on ester bonds	F	664	9599	51583
16791	phosphatase activity	F	163	10157	51526
16798	hydrolase activity, acting on glycosyl bonds	F	124	10210	51512
16799	hydrolase activity, hydrolyzing N-glycosyl compounds	F	54	10292	51500
16810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	F	231	10093	51522
16811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	F	129	10220	51497
16814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	F	66	10263	51517
16817	hydrolase activity, acting on acid anhydrides	F	707	9514	51625
16818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	F	707	9515	51624
16820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	F	301	9793	51752
16829	lyase activity	F	677	9647	51522
16830	carbon-carbon lyase activity	F	236	10168	51442
16831	carboxy-lyase activity	F	101	10306	51439
16832	aldehyde-lyase activity	F	66	10351	51429
16833	oxo-acid-lyase activity	F	62	10349	51435
16835	carbon-oxygen lyase activity	F	328	10065	51453
16836	hydro-lyase activity	F	263	10142	51441
16840	carbon-nitrogen lyase activity	F	54	10357	51435
16853	isomerase activity	F	383	9997	51466
16854	racemase and epimerase activity	F	78	10330	51438
16860	intramolecular oxidoreductase activity	F	77	10328	51441
16861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	F	60	10347	51439
16866	intramolecular transferase activity	F	160	10242	51444
16874	ligase activity	F	386	9976	51484
16875	ligase activity, forming carbon-oxygen bonds	F	120	10288	51438
16876	ligase activity, forming aminoacyl-tRNA and related compounds	F	119	10288	51439
16879	ligase activity, forming carbon-nitrogen bonds	F	189	10214	51443
16881	acid-amino acid ligase activity	F	72	10335	51439
16887	ATPase activity	F	548	9711	51587
16903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	F	96	10159	51591
17076	purine nucleotide binding	F	259	8947	52640
17111	nucleoside-triphosphatase activity	F	613	9610	51623
19001	guanyl nucleotide binding	F	58	10342	51446
19172	glyoxalase III activity	F	79	10333	51434
19200	carbohydrate kinase activity	F	67	10305	51474
19205	nucleobase-containing compound kinase activity	F	73	10298	51475
19239	deaminase activity	F	97	10251	51498
19829	cation-transporting ATPase activity	F	83	9780	51983
19842	vitamin binding	F	163	10247	51436
19843	rRNA binding	F	100	10143	51603
19899	enzyme binding	F	52	9264	52530
20037	heme binding	F	65	10362	51419
22803	passive transmembrane transporter activity	F	104	10163	51579
22804	active transmembrane transporter activity	F	633	9582	51631
22829	wide pore channel activity	F	56	10214	51576
22853	active ion transmembrane transporter activity	F	135	10056	51655
22890	inorganic cation transmembrane transporter activity	F	251	9940	51655
30145	manganese ion binding	F	94	10338	51414
30170	pyridoxal phosphate binding	F	120	10319	51407
30554	adenyl nucleotide binding	F	209	9077	52560
31406	carboxylic acid binding	F	77	10399	51370
32549	ribonucleoside binding	F	53	10345	51448
32553	ribonucleotide binding	F	305	8865	52676
32555	purine ribonucleotide binding	F	247	8957	52642
32559	adenyl ribonucleotide binding	F	198	9086	52562
32561	guanyl ribonucleotide binding	F	56	10343	51447
33218	amide binding	F	59	10436	51351
35639	purine ribonucleoside triphosphate binding	F	226	8976	52644
36094	small molecule binding	F	742	8052	53052
38023	signaling receptor activity	F	86	10338	51422
42578	phosphoric ester hydrolase activity	F	255	10068	51523
42623	ATPase activity, coupled	F	484	9746	51616
42625	ATPase coupled ion transmembrane transporter activity	F	122	9735	51989
42626	ATPase activity, coupled to transmembrane movement of substances	F	301	9701	51844
42802	identical protein binding	F	425	9011	52410
42803	protein homodimerization activity	F	66	9008	52772
42887	amide transmembrane transporter activity	F	71	10146	51629
43021	ribonucleoprotein complex binding	F	95	10401	51350
43022	ribosome binding	F	60	10441	51345
43168	anion binding	F	688	8335	52823
43169	cation binding	F	713	8309	52824
43177	organic acid binding	F	77	10401	51368
43492	ATPase activity, coupled to movement of substances	F	303	9920	51623
43565	sequence-specific DNA binding	F	459	9686	51701
44212	transcription regulatory region DNA binding	F	359	9955	51532
44877	macromolecular complex binding	F	106	10390	51350
46872	metal ion binding	F	680	8350	52816
46873	metal ion transmembrane transporter activity	F	157	10027	51662
46906	tetrapyrrole binding	F	73	10350	51423
46914	transition metal ion binding	F	411	9745	51690
46915	transition metal ion transmembrane transporter activity	F	61	10125	51660
46943	carboxylic acid transmembrane transporter activity	F	260	9934	51652
46983	protein dimerization activity	F	74	9195	52577
48037	cofactor binding	F	432	9707	51707
50660	flavin adenine dinucleotide binding	F	91	10345	51410
50661	NADP binding	F	62	10373	51411
50662	coenzyme binding	F	228	10041	51577
51119	sugar transmembrane transporter activity	F	127	10050	51669
51287	NAD binding	F	68	10320	51458
51536	iron-sulfur cluster binding	F	157	10175	51514
51537	2 iron, 2 sulfur cluster binding	F	58	10379	51409
51539	4 iron, 4 sulfur cluster binding	F	91	10266	51489
51540	metal cluster binding	F	158	10175	51513
52689	carboxylic ester hydrolase activity	F	98	10217	51531
60089	molecular transducer activity	F	136	10331	51379
70011	peptidase activity, acting on L-amino acid peptides	F	189	10096	51561
70035	purine NTP-dependent helicase activity	F	100	10224	51522
70279	vitamin B6 binding	F	120	10325	51401
70566	adenylyltransferase activity	F	71	10299	51476
90484	drug transporter activity	F	78	10295	51473
90563	protein-phosphocysteine-sugar phosphotransferase activity	F	93	10005	51748
97367	carbohydrate derivative binding	F	335	8766	52745
98772	molecular function regulator	F	52	10442	51352
140096	catalytic activity, acting on a protein	F	471	9879	51496
140097	catalytic activity, acting on DNA	F	292	10074	51480
140098	catalytic activity, acting on RNA	F	577	9818	51451
140101	catalytic activity, acting on a tRNA	F	269	10145	51432
140102	catalytic activity, acting on a rRNA	F	116	10305	51425
140104	molecular carrier activity	F	168	10232	51446
1901265	nucleoside phosphate binding	F	508	8397	52941
1901476	carbohydrate transporter activity	F	250	10115	51481
1901505	carbohydrate derivative transporter activity	F	53	10313	51480
1901681	sulfur compound binding	F	51	10427	51368
1901682	sulfur compound transmembrane transporter activity	F	56	10218	51572
1904680	peptide transmembrane transporter activity	F	59	10091	51696
1990837	sequence-specific double-stranded DNA binding	F	311	9850	51685
