#GO term	GO term name	GO category	# positive examples	# negative examples	# unknown examples
43097	pyrimidine nucleoside salvage	P	21	10533	51292
43101	purine-containing compound salvage	P	21	10546	51279
43107	type IV pilus-dependent motility	P	26	10569	51251
43137	DNA replication, removal of RNA primer	P	18	10476	51352
43164	Gram-negative-bacterium-type cell wall biogenesis	P	16	10577	51253
43165	Gram-negative-bacterium-type cell outer membrane assembly	P	16	10576	51254
43171	peptide catabolic process	P	16	10528	51302
43173	nucleotide salvage	P	14	10517	51315
43174	nucleoside salvage	P	29	10518	51299
43200	response to amino acid	P	40	10538	51268
43241	protein complex disassembly	P	28	10564	51254
43244	regulation of protein complex disassembly	P	25	10557	51264
43254	regulation of protein complex assembly	P	40	10558	51248
43269	regulation of ion transport	P	23	10572	51251
43413	macromolecule glycosylation	P	24	10574	51248
43455	regulation of secondary metabolic process	P	35	10563	51248
43545	molybdopterin cofactor metabolic process	P	46	10525	51275
43623	cellular protein complex assembly	P	31	10544	51271
43624	cellular protein complex disassembly	P	27	10564	51255
43647	inositol phosphate metabolic process	P	11	10577	51258
43649	dicarboxylic acid catabolic process	P	27	10536	51283
43683	type IV pilus biogenesis	P	15	10511	51320
43686	co-translational protein modification	P	14	10542	51290
43687	post-translational protein modification	P	14	10540	51292
43708	cell adhesion involved in biofilm formation	P	17	10559	51270
43709	cell adhesion involved in single-species biofilm formation	P	11	10559	51276
43901	negative regulation of multi-organism process	P	19	10579	51248
43902	positive regulation of multi-organism process	P	29	10567	51250
43952	protein transport by the Sec complex	P	35	10252	51559
43953	protein transport by the Tat complex	P	12	10272	51562
44011	single-species biofilm formation on inanimate substrate	P	13	10514	51319
44089	positive regulation of cellular component biogenesis	P	16	10580	51250
44092	negative regulation of molecular function	P	46	10541	51259
44093	positive regulation of molecular function	P	44	10542	51260
44121	growth of symbiont in host organelle	P	11	9917	51918
44208	'de novo' AMP biosynthetic process	P	14	10511	51321
44247	cellular polysaccharide catabolic process	P	19	10479	51348
44273	sulfur compound catabolic process	P	33	10517	51296
44364	disruption of cells of other organism	P	31	10568	51247
44409	entry into host	P	16	10580	51250
44415	evasion or tolerance of host defenses	P	44	10544	51258
44745	amino acid transmembrane import	P	15	10233	51598
45004	DNA replication proofreading	P	15	10217	51614
45005	DNA-dependent DNA replication maintenance of fidelity	P	26	10532	51288
45088	regulation of innate immune response	P	14	10578	51254
45117	azole transport	P	21	10409	51416
45226	extracellular polysaccharide biosynthetic process	P	41	10463	51342
45229	external encapsulating structure organization	P	26	10437	51383
45727	positive regulation of translation	P	19	10539	51288
45833	negative regulation of lipid metabolic process	P	12	10584	51250
45862	positive regulation of proteolysis	P	12	10579	51255
45900	negative regulation of translational elongation	P	15	10524	51307
45903	positive regulation of translational fidelity	P	12	10528	51306
45926	negative regulation of growth	P	46	10551	51249
45927	positive regulation of growth	P	47	10548	51251
45947	negative regulation of translational initiation	P	11	10529	51306
46033	AMP metabolic process	P	15	10523	51308
46037	GMP metabolic process	P	18	10509	51319
46039	GTP metabolic process	P	39	10498	51309
46040	IMP metabolic process	P	21	10499	51326
46058	cAMP metabolic process	P	14	10532	51300
46070	dGTP metabolic process	P	19	10529	51298
46075	dTTP metabolic process	P	19	10526	51301
46078	dUMP metabolic process	P	11	10537	51298
46080	dUTP metabolic process	P	18	10530	51298
46081	dUTP catabolic process	P	18	10473	51355
46112	nucleobase biosynthetic process	P	39	10497	51310
46113	nucleobase catabolic process	P	29	10505	51312
46116	queuosine metabolic process	P	26	10531	51289
46129	purine ribonucleoside biosynthetic process	P	38	10493	51315
46131	pyrimidine ribonucleoside metabolic process	P	25	10456	51365
46133	pyrimidine ribonucleoside catabolic process	P	23	10496	51327
46134	pyrimidine nucleoside biosynthetic process	P	24	10476	51346
46135	pyrimidine nucleoside catabolic process	P	23	10497	51326
46144	D-alanine family amino acid metabolic process	P	12	10557	51277
46146	tetrahydrobiopterin metabolic process	P	12	10573	51261
46156	siroheme metabolic process	P	12	10571	51263
46165	alcohol biosynthetic process	P	37	10551	51258
46173	polyol biosynthetic process	P	21	10575	51250
46174	polyol catabolic process	P	36	10514	51296
46176	aldonic acid catabolic process	P	15	10486	51345
46184	aldehyde biosynthetic process	P	39	10560	51247
46189	phenol-containing compound biosynthetic process	P	21	10575	51250
46209	nitric oxide metabolic process	P	12	10575	51259
46210	nitric oxide catabolic process	P	11	10555	51280
46247	terpene catabolic process	P	11	10512	51323
46348	amino sugar catabolic process	P	28	10538	51280
46351	disaccharide biosynthetic process	P	17	10534	51295
46352	disaccharide catabolic process	P	13	10483	51350
46377	colanic acid metabolic process	P	13	10534	51299
46379	extracellular polysaccharide metabolic process	P	41	10482	51323
46385	deoxyribose phosphate biosynthetic process	P	27	10558	51261
46386	deoxyribose phosphate catabolic process	P	29	10520	51297
46402	O antigen metabolic process	P	35	10498	51313
46416	D-amino acid metabolic process	P	15	10555	51276
46436	D-alanine metabolic process	P	12	10555	51279
46439	L-cysteine metabolic process	P	11	10534	51301
46451	diaminopimelate metabolic process	P	48	10520	51278
46459	short-chain fatty acid metabolic process	P	29	10498	51319
46460	neutral lipid biosynthetic process	P	15	10512	51319
46463	acylglycerol biosynthetic process	P	15	10512	51319
46466	membrane lipid catabolic process	P	13	10512	51321
46471	phosphatidylglycerol metabolic process	P	26	10517	51303
46474	glycerophospholipid biosynthetic process	P	49	10444	51353
46487	glyoxylate metabolic process	P	19	10571	51256
46490	isopentenyl diphosphate metabolic process	P	25	10523	51298
46493	lipid A metabolic process	P	46	10456	51344
46501	protoporphyrinogen IX metabolic process	P	14	10546	51286
46653	tetrahydrofolate metabolic process	P	39	10503	51304
46654	tetrahydrofolate biosynthetic process	P	27	10513	51306
46686	response to cadmium ion	P	15	10583	51248
46688	response to copper ion	P	28	10570	51248
46835	carbohydrate phosphorylation	P	38	10472	51336
46838	phosphorylated carbohydrate dephosphorylation	P	11	10507	51328
46855	inositol phosphate dephosphorylation	P	11	10479	51356
46890	regulation of lipid biosynthetic process	P	19	10577	51250
46907	intracellular transport	P	23	10394	51429
48473	D-methionine transport	P	15	10327	51504
48584	positive regulation of response to stimulus	P	30	10566	51250
48585	negative regulation of response to stimulus	P	18	10580	51248
48872	homeostasis of number of cells	P	12	10575	51259
48874	homeostasis of number of cells in a free-living population	P	12	10574	51260
50708	regulation of protein secretion	P	24	10568	51254
50709	negative regulation of protein secretion	P	12	10571	51263
50776	regulation of immune response	P	28	10570	51248
50778	positive regulation of immune response	P	18	10578	51250
50793	regulation of developmental process	P	31	10486	51329
50830	defense response to Gram-positive bacterium	P	35	10559	51252
50918	positive chemotaxis	P	16	10488	51342
51046	regulation of secretion	P	25	10569	51252
51048	negative regulation of secretion	P	12	10582	51252
51050	positive regulation of transport	P	21	10574	51251
51051	negative regulation of transport	P	29	10568	51249
51052	regulation of DNA metabolic process	P	35	10549	51262
51053	negative regulation of DNA metabolic process	P	19	10574	51253
51084	'de novo' posttranslational protein folding	P	14	10542	51290
51085	chaperone mediated protein folding requiring cofactor	P	14	10529	51303
51098	regulation of binding	P	14	10584	51248
51101	regulation of DNA binding	P	11	10587	51248
51103	DNA ligation involved in DNA repair	P	16	10541	51289
51129	negative regulation of cellular component organization	P	27	10569	51250
51130	positive regulation of cellular component organization	P	19	10577	51250
51156	glucose 6-phosphate metabolic process	P	14	10535	51297
51174	regulation of phosphorus metabolic process	P	32	10563	51251
51180	vitamin transport	P	20	10430	51396
51181	cofactor transport	P	21	10419	51406
51205	protein insertion into membrane	P	16	10582	51248
51223	regulation of protein transport	P	41	10552	51253
51224	negative regulation of protein transport	P	18	10576	51252
51235	maintenance of location	P	17	10581	51248
51238	sequestering of metal ion	P	17	10581	51248
51247	positive regulation of protein metabolic process	P	38	10553	51255
51270	regulation of cellular component movement	P	43	10555	51248
51271	negative regulation of cellular component movement	P	15	10583	51248
51272	positive regulation of cellular component movement	P	14	10582	51250
51273	beta-glucan metabolic process	P	12	10534	51300
51302	regulation of cell division	P	18	10578	51250
51336	regulation of hydrolase activity	P	40	10543	51263
51345	positive regulation of hydrolase activity	P	11	10564	51271
51346	negative regulation of hydrolase activity	P	15	10558	51273
51409	response to nitrosative stress	P	25	10571	51250
51453	regulation of intracellular pH	P	17	10560	51269
51603	proteolysis involved in cellular protein catabolic process	P	19	10479	51348
51641	cellular localization	P	48	10520	51278
51649	establishment of localization in cell	P	25	10544	51277
51651	maintenance of location in cell	P	17	10581	51248
51703	intraspecies interaction between organisms	P	13	10587	51246
51715	cytolysis in other organism	P	15	10567	51264
51805	evasion or tolerance of immune response of other organism involved in symbiotic interaction	P	44	10556	51246
51806	entry into cell of other organism involved in symbiotic interaction	P	16	10580	51250
51807	evasion or tolerance of defense response of other organism involved in symbiotic interaction	P	44	10556	51246
51810	active evasion of immune response of other organism involved in symbiotic interaction	P	19	10581	51246
51828	entry into other organism involved in symbiotic interaction	P	16	10580	51250
51834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	P	44	10556	51246
52031	modulation by symbiont of host defense response	P	44	10544	51258
52059	evasion or tolerance by symbiont of host-produced reactive oxygen species	P	11	10527	51308
52060	evasion or tolerance by symbiont of host-produced nitric oxide	P	12	10526	51308
52167	modulation by symbiont of host innate immune response	P	14	10525	51307
52255	modulation by organism of defense response of other organism involved in symbiotic interaction	P	44	10556	51246
52306	modulation by organism of innate immune response in other organism involved in symbiotic interaction	P	14	10586	51246
52376	evasion or tolerance by organism of nitric oxide produced by other organism involved in symbiotic interaction	P	12	10588	51246
52385	evasion or tolerance by organism of reactive oxygen species produced by other organism involved in symbiotic interaction	P	11	10589	51246
52550	response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction	P	13	10587	51246
52551	response to defense-related nitric oxide production by other organism involved in symbiotic interaction	P	12	10588	51246
52552	modulation by organism of immune response of other organism involved in symbiotic interaction	P	44	10556	51246
52553	modulation by symbiont of host immune response	P	44	10500	51302
52555	positive regulation by organism of immune response of other organism involved in symbiotic interaction	P	14	10582	51250
52556	positive regulation by symbiont of host immune response	P	14	10519	51313
52561	negative regulation by organism of immune response of other organism involved in symbiotic interaction	P	20	10580	51246
52562	negative regulation by symbiont of host immune response	P	20	10518	51308
52565	response to defense-related host nitric oxide production	P	12	10531	51303
52567	response to defense-related host reactive oxygen species production	P	13	10530	51303
52652	cyclic purine nucleotide metabolic process	P	15	10523	51308
52805	imidazole-containing compound catabolic process	P	14	10533	51299
55067	monovalent inorganic cation homeostasis	P	22	10575	51249
55072	iron ion homeostasis	P	41	10511	51294
60341	regulation of cellular localization	P	13	10585	51248
61024	membrane organization	P	23	10569	51254
61077	chaperone-mediated protein folding	P	39	10523	51284
61504	cyclic threonylcarbamoyladenosine biosynthetic process	P	11	10448	51387
65002	intracellular protein transmembrane transport	P	20	10264	51562
70085	glycosylation	P	24	10562	51260
70201	regulation of establishment of protein localization	P	41	10553	51252
70301	cellular response to hydrogen peroxide	P	15	10435	51396
70525	tRNA threonylcarbamoyladenosine metabolic process	P	29	10536	51281
70727	cellular macromolecule localization	P	30	10568	51248
70838	divalent metal ion transport	P	29	10387	51430
70925	organelle assembly	P	14	10573	51259
71214	cellular response to abiotic stimulus	P	42	10556	51248
71236	cellular response to antibiotic	P	24	10475	51347
71265	L-methionine biosynthetic process	P	11	10491	51344
71310	cellular response to organic substance	P	20	10572	51254
71453	cellular response to oxygen levels	P	20	10578	51248
71467	cellular response to pH	P	12	10581	51253
71468	cellular response to acidic pH	P	11	10568	51267
71470	cellular response to osmotic stress	P	28	10550	51268
71474	cellular hyperosmotic response	P	12	10544	51290
71545	inositol phosphate catabolic process	P	11	10549	51286
71555	cell wall organization	P	20	10450	51376
71709	membrane assembly	P	16	10576	51254
71731	response to nitric oxide	P	24	10497	51325
71766	Actinobacterium-type cell wall biogenesis	P	18	10572	51256
71767	mycolic acid metabolic process	P	12	10524	51310
71768	mycolic acid biosynthetic process	P	12	10431	51403
71770	DIM/DIP cell wall layer assembly	P	20	10580	51246
71804	cellular potassium ion transport	P	32	10383	51431
71805	potassium ion transmembrane transport	P	32	10273	51541
71897	DNA biosynthetic process	P	24	10475	51347
71941	nitrogen cycle metabolic process	P	44	10505	51297
72488	ammonium transmembrane transport	P	15	10284	51547
72511	divalent inorganic cation transport	P	35	10381	51430
72512	trivalent inorganic cation transport	P	11	10423	51412
72593	reactive oxygen species metabolic process	P	31	10563	51252
72657	protein localization to membrane	P	29	10568	51249
80134	regulation of response to stress	P	37	10558	51251
80135	regulation of cellular response to stress	P	11	10577	51258
89718	amino acid import across plasma membrane	P	13	10233	51600
90066	regulation of anatomical structure size	P	25	10573	51248
90069	regulation of ribosome biogenesis	P	11	10587	51248
90087	regulation of peptide transport	P	42	10552	51252
90150	establishment of protein localization to membrane	P	18	10579	51249
90305	nucleic acid phosphodiester bond hydrolysis	P	32	10269	51545
90313	regulation of protein targeting to membrane	P	11	10585	51250
90329	regulation of DNA-dependent DNA replication	P	17	10577	51252
90501	RNA phosphodiester bond hydrolysis	P	14	10431	51401
90605	submerged biofilm formation	P	14	10584	51248
90609	single-species submerged biofilm formation	P	14	10514	51318
97428	protein maturation by iron-sulfur cluster transfer	P	21	10539	51286
97577	sequestering of iron ion	P	17	10581	51248
98542	defense response to other organism	P	47	10539	51260
98657	import into cell	P	32	10418	51396
98661	inorganic anion transmembrane transport	P	30	10227	51589
98739	import across plasma membrane	P	28	10320	51498
98754	detoxification	P	26	10495	51325
98776	protein transport across the cell outer membrane	P	49	10229	51568
1900190	regulation of single-species biofilm formation	P	48	10550	51248
1900191	negative regulation of single-species biofilm formation	P	17	10570	51259
1900192	positive regulation of single-species biofilm formation	P	17	10564	51265
1900231	regulation of single-species biofilm formation on inanimate substrate	P	24	10563	51259
1900233	positive regulation of single-species biofilm formation on inanimate substrate	P	11	10560	51275
1900376	regulation of secondary metabolite biosynthetic process	P	28	10569	51249
1900377	negative regulation of secondary metabolite biosynthetic process	P	14	10580	51252
1900378	positive regulation of secondary metabolite biosynthetic process	P	11	10580	51255
1901070	guanosine-containing compound biosynthetic process	P	30	10509	51307
1901071	glucosamine-containing compound metabolic process	P	24	10572	51250
1901072	glucosamine-containing compound catabolic process	P	22	10544	51280
1901269	lipooligosaccharide metabolic process	P	49	10499	51298
1901271	lipooligosaccharide biosynthetic process	P	48	10498	51300
1901658	glycosyl compound catabolic process	P	43	10509	51294
1901678	iron coordination entity transport	P	49	10379	51418
1901699	cellular response to nitrogen compound	P	16	10584	51246
1901701	cellular response to oxygen-containing compound	P	39	10561	51246
1902021	regulation of bacterial-type flagellum-dependent cell motility	P	20	10572	51254
1902023	L-arginine transport	P	12	10343	51491
1902047	polyamine transmembrane transport	P	11	10305	51530
1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	P	23	10545	51278
1902223	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process	P	20	10544	51282
1902475	L-alpha-amino acid transmembrane transport	P	25	10194	51627
1902652	secondary alcohol metabolic process	P	15	10579	51252
1903424	fluoride transmembrane transport	P	12	10318	51516
1903530	regulation of secretion by cell	P	24	10569	51253
1903531	negative regulation of secretion by cell	P	12	10582	51252
1903533	regulation of protein targeting	P	11	10585	51250
1903711	spermidine transmembrane transport	P	11	10279	51556
1903827	regulation of cellular protein localization	P	13	10584	51249
1904950	negative regulation of establishment of protein localization	P	18	10579	51249
1905475	regulation of protein localization to membrane	P	13	10584	51249
2000104	negative regulation of DNA-dependent DNA replication	P	13	10579	51254
2000142	regulation of DNA-templated transcription, initiation	P	30	10029	51787
2000143	negative regulation of DNA-templated transcription, initiation	P	16	9865	51965
2000144	positive regulation of DNA-templated transcription, initiation	P	12	9923	51911
2000145	regulation of cell motility	P	41	10557	51248
2000146	negative regulation of cell motility	P	13	10577	51256
2000147	positive regulation of cell motility	P	14	10576	51256
2001057	reactive nitrogen species metabolic process	P	21	10542	51283
35	acyl binding	F	15	10494	51337
36	acyl carrier activity	F	18	10486	51342
49	tRNA binding	F	33	10272	51541
99	sulfur amino acid transmembrane transporter activity	F	17	10139	51690
104	succinate dehydrogenase activity	F	23	10239	51584
107	imidazoleglycerol-phosphate synthase activity	F	12	10304	51530
150	recombinase activity	F	23	10398	51425
156	phosphorelay response regulator activity	F	49	10389	51408
175	3'-5'-exoribonuclease activity	F	17	10264	51565
986	bacterial-type RNA polymerase core promoter proximal region sequence-specific DNA binding	F	47	9807	51992
987	core promoter proximal region sequence-specific DNA binding	F	47	9811	51988
989	transcription factor activity, transcription factor binding	F	31	10477	51338
990	transcription factor activity, core RNA polymerase binding	F	37	10461	51348
996	core DNA-dependent RNA polymerase binding promoter specificity activity	F	37	10461	51348
1131	transcription factor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding	F	17	9899	51930
1159	core promoter proximal region DNA binding	F	47	10160	51639
1883	purine nucleoside binding	F	49	10359	51438
2094	polyprenyltransferase activity	F	16	10368	51462
2161	aminoacyl-tRNA editing activity	F	16	10290	51540
3684	damaged DNA binding	F	25	10255	51566
3688	DNA replication origin binding	F	18	10100	51728
3697	single-stranded DNA binding	F	35	10253	51558
3725	double-stranded RNA binding	F	13	10385	51448
3730	mRNA 3'-UTR binding	F	11	10370	51465
3743	translation initiation factor activity	F	17	10382	51447
3746	translation elongation factor activity	F	28	10377	51441
3747	translation release factor activity	F	14	10394	51438
3755	peptidyl-prolyl cis-trans isomerase activity	F	23	10388	51435
3849	3-deoxy-7-phosphoheptulonate synthase activity	F	14	10382	51450
3887	DNA-directed DNA polymerase activity	F	29	10325	51492
3899	DNA-directed 5'-3' RNA polymerase activity	F	31	10330	51485
3905	alkylbase DNA N-glycosylase activity	F	11	10330	51505
3906	DNA-(apurinic or apyrimidinic site) lyase activity	F	14	10397	51435
3908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	F	14	10379	51453
3909	DNA ligase activity	F	19	10392	51435
3911	DNA ligase (NAD+) activity	F	12	10397	51437
3916	DNA topoisomerase activity	F	26	10386	51434
3918	DNA topoisomerase type II (ATP-hydrolyzing) activity	F	21	10198	51627
3924	GTPase activity	F	41	10271	51534
3933	GTP cyclohydrolase activity	F	17	10328	51501
3938	IMP dehydrogenase activity	F	11	10237	51598
3941	L-serine ammonia-lyase activity	F	19	10399	51428
3955	NAD(P)H dehydrogenase (quinone) activity	F	11	10239	51596
3962	cystathionine gamma-synthase activity	F	15	10381	51450
3984	acetolactate synthase activity	F	19	10382	51445
3988	acetyl-CoA C-acyltransferase activity	F	25	10333	51488
4003	ATP-dependent DNA helicase activity	F	38	10155	51653
4016	adenylate cyclase activity	F	18	10398	51430
4022	alcohol dehydrogenase (NAD) activity	F	27	10222	51597
4029	aldehyde dehydrogenase (NAD) activity	F	17	10246	51583
4045	aminoacyl-tRNA hydrolase activity	F	13	10315	51518
4049	anthranilate synthase activity	F	33	10381	51432
4067	asparaginase activity	F	15	10327	51504
4072	aspartate kinase activity	F	20	10352	51474
4088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	F	15	10394	51437
4089	carbonate dehydratase activity	F	12	10400	51434
4096	catalase activity	F	17	10236	51593
4106	chorismate mutase activity	F	11	10394	51441
4112	cyclic-nucleotide phosphodiesterase activity	F	12	10310	51524
4123	cystathionine gamma-lyase activity	F	15	10403	51428
4124	cysteine synthase activity	F	23	10392	51431
4129	cytochrome-c oxidase activity	F	21	9826	51999
4141	dethiobiotin synthase activity	F	14	10395	51437
4144	diacylglycerol O-acyltransferase activity	F	15	10314	51517
4170	dUTP diphosphatase activity	F	11	10316	51519
4176	ATP-dependent peptidase activity	F	29	10171	51646
4177	aminopeptidase activity	F	23	10275	51548
4180	carboxypeptidase activity	F	30	10245	51571
4185	serine-type carboxypeptidase activity	F	18	10245	51583
4222	metalloendopeptidase activity	F	16	10203	51627
4252	serine-type endopeptidase activity	F	15	10220	51611
4300	enoyl-CoA hydratase activity	F	31	10381	51434
4312	fatty acid synthase activity	F	32	10316	51498
4315	3-oxoacyl-[acyl-carrier-protein] synthase activity	F	11	10339	51496
4322	ferroxidase activity	F	11	10254	51581
4333	fumarate hydratase activity	F	14	10398	51434
4359	glutaminase activity	F	11	10331	51504
4360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	F	13	10375	51458
4365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	F	11	10251	51584
4370	glycerol kinase activity	F	14	10355	51477
4457	lactate dehydrogenase activity	F	12	10253	51581
4477	methenyltetrahydrofolate cyclohydrolase activity	F	12	10333	51501
4488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	F	12	10253	51581
4497	monooxygenase activity	F	32	10225	51589
4520	endodeoxyribonuclease activity	F	40	10249	51557
4523	RNA-DNA hybrid ribonuclease activity	F	19	10252	51575
4529	exodeoxyribonuclease activity	F	34	10271	51541
4532	exoribonuclease activity	F	21	10283	51542
4550	nucleoside diphosphate kinase activity	F	11	10344	51491
4585	ornithine carbamoyltransferase activity	F	12	10389	51445
4592	pantoate-beta-alanine ligase activity	F	18	10383	51445
4596	peptide alpha-N-acetyltransferase activity	F	23	10304	51519
4601	peroxidase activity	F	42	10215	51589
4611	phosphoenolpyruvate carboxykinase activity	F	13	10393	51440
4620	phospholipase activity	F	30	10284	51532
4622	lysophospholipase activity	F	13	10288	51545
4645	phosphorylase activity	F	17	10279	51550
4659	prenyltransferase activity	F	41	10354	51451
4674	protein serine/threonine kinase activity	F	18	10334	51494
4721	phosphoprotein phosphatase activity	F	37	10259	51550
4743	pyruvate kinase activity	F	15	10379	51452
4748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	F	20	10244	51582
4750	ribulose-phosphate 3-epimerase activity	F	13	10396	51437
4764	shikimate 3-dehydrogenase (NADP+) activity	F	14	10234	51598
4765	shikimate kinase activity	F	12	10357	51477
4784	superoxide dismutase activity	F	11	10254	51581
4791	thioredoxin-disulfide reductase activity	F	27	10213	51606
4801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	F	11	10391	51444
4803	transposase activity	F	13	10402	51431
4826	phenylalanine-tRNA ligase activity	F	19	10390	51437
4831	tyrosine-tRNA ligase activity	F	12	10397	51437
4838	L-tyrosine:2-oxoglutarate aminotransferase activity	F	11	10378	51457
4844	uracil DNA N-glycosylase activity	F	12	10329	51505
4849	uridine kinase activity	F	21	10351	51474
4851	uroporphyrin-III C-methyltransferase activity	F	13	10316	51517
4853	uroporphyrinogen decarboxylase activity	F	11	10395	51440
4857	enzyme inhibitor activity	F	20	10482	51344
5216	ion channel activity	F	47	10159	51640
5261	cation channel activity	F	12	10194	51640
5275	amine transmembrane transporter activity	F	37	10175	51634
5304	L-valine transmembrane transporter activity	F	19	10111	51716
5310	dicarboxylic acid transmembrane transporter activity	F	26	10175	51645
5315	inorganic phosphate transmembrane transporter activity	F	15	10252	51579
5337	nucleoside transmembrane transporter activity	F	21	10195	51630
5345	purine nucleobase transmembrane transporter activity	F	20	10191	51635
5351	sugar:proton symporter activity	F	14	10103	51729
5363	maltose transmembrane transporter activity	F	17	10174	51655
5381	iron ion transmembrane transporter activity	F	37	10154	51655
5385	zinc ion transmembrane transporter activity	F	11	10182	51653
5402	cation:sugar symporter activity	F	17	10118	51711
5451	monovalent cation:proton antiporter activity	F	25	10120	51701
5507	copper ion binding	F	37	10391	51418
5509	calcium ion binding	F	25	10411	51410
5525	GTP binding	F	42	10352	51452
5539	glycosaminoglycan binding	F	12	10496	51338
5543	phospholipid binding	F	11	10492	51343
8028	monocarboxylic acid transmembrane transporter activity	F	39	10159	51648
8047	enzyme activator activity	F	14	10479	51353
8079	translation termination factor activity	F	15	10394	51437
8097	5S rRNA binding	F	20	10344	51482
8137	NADH dehydrogenase (ubiquinone) activity	F	28	10176	51642
8144	drug binding	F	22	10481	51343
8169	C-methyltransferase activity	F	29	10355	51462
8171	O-methyltransferase activity	F	32	10358	51456
8172	S-methyltransferase activity	F	29	10363	51454
8194	UDP-glycosyltransferase activity	F	38	10273	51535
8199	ferric iron binding	F	12	10377	51457
8235	metalloexopeptidase activity	F	23	10248	51575
8236	serine-type peptidase activity	F	40	10220	51586
8252	nucleotidase activity	F	15	10288	51543
8276	protein methyltransferase activity	F	23	10366	51457
8289	lipid binding	F	36	10454	51356
8296	3'-5'-exodeoxyribonuclease activity	F	17	10270	51559
8320	protein transmembrane transporter activity	F	32	10112	51702
8378	galactosyltransferase activity	F	12	10286	51548
8381	mechanically-gated ion channel activity	F	29	10179	51638
8409	5'-3' exonuclease activity	F	15	10312	51519
8422	beta-glucosidase activity	F	17	10328	51501
8448	N-acetylglucosamine-6-phosphate deacetylase activity	F	14	10324	51508
8477	purine nucleosidase activity	F	17	10330	51499
8519	ammonium transmembrane transporter activity	F	40	10172	51634
8556	potassium-transporting ATPase activity	F	14	9822	52010
8565	protein transporter activity	F	38	10238	51570
8658	penicillin binding	F	14	10474	51358
8705	methionine synthase activity	F	13	10379	51454
8713	ADP-heptose-lipopolysaccharide heptosyltransferase activity	F	21	10297	51528
8728	GTP diphosphokinase activity	F	19	10378	51449
8745	N-acetylmuramoyl-L-alanine amidase activity	F	32	10309	51505
8746	NAD(P)+ transhydrogenase activity	F	14	10244	51588
8808	cardiolipin synthase activity	F	15	10370	51461
8861	formate C-acetyltransferase activity	F	13	10329	51504
8893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	F	19	10313	51514
8897	holo-[acyl-carrier-protein] synthase activity	F	12	10374	51460
8920	lipopolysaccharide heptosyltransferase activity	F	21	10297	51528
8933	lytic transglycosylase activity	F	11	10306	51529
8934	inositol monophosphate 1-phosphatase activity	F	12	10290	51544
8940	nitrate reductase activity	F	16	10246	51584
8967	phosphoglycolate phosphatase activity	F	12	10290	51544
8988	rRNA (adenine-N6-)-methyltransferase activity	F	11	10294	51541
8990	rRNA (guanine-N2-)-methyltransferase activity	F	21	10293	51532
9001	serine O-acetyltransferase activity	F	14	10323	51509
9009	site-specific recombinase activity	F	11	10398	51437
9041	uridylate kinase activity	F	11	10344	51491
9378	four-way junction helicase activity	F	16	10295	51535
9383	rRNA (cytosine-C5-)-methyltransferase activity	F	13	10303	51530
9975	cyclase activity	F	23	10397	51426
9977	proton motive force dependent protein transmembrane transporter activity	F	11	10125	51710
15002	heme-copper terminal oxidase activity	F	29	10237	51580
15035	protein disulfide oxidoreductase activity	F	43	10204	51599
15079	potassium ion transmembrane transporter activity	F	49	10146	51651
15081	sodium ion transmembrane transporter activity	F	45	10146	51655
15085	calcium ion transmembrane transporter activity	F	13	10181	51652
15101	organic cation transmembrane transporter activity	F	39	10173	51634
15113	nitrite transmembrane transporter activity	F	11	10198	51637
15114	phosphate ion transmembrane transporter activity	F	11	10195	51640
15116	sulfate transmembrane transporter activity	F	19	10186	51641
15128	gluconate transmembrane transporter activity	F	22	10176	51648
15138	fumarate transmembrane transporter activity	F	12	10184	51650
15141	succinate transmembrane transporter activity	F	12	10184	51650
15146	pentose transmembrane transporter activity	F	11	10125	51710
15149	hexose transmembrane transporter activity	F	11	10099	51736
15154	disaccharide transmembrane transporter activity	F	19	10167	51660
15157	oligosaccharide transmembrane transporter activity	F	20	10188	51638
15166	polyol transmembrane transporter activity	F	11	10192	51643
15172	acidic amino acid transmembrane transporter activity	F	11	10148	51687
15174	basic amino acid transmembrane transporter activity	F	19	10142	51685
15181	arginine transmembrane transporter activity	F	15	10144	51687
15184	L-cystine transmembrane transporter activity	F	11	10124	51711
15188	L-isoleucine transmembrane transporter activity	F	17	10113	51716
15190	L-leucine transmembrane transporter activity	F	16	10112	51718
15198	oligopeptide transporter activity	F	37	10260	51549
15199	amino-acid betaine transmembrane transporter activity	F	27	10185	51634
15203	polyamine transmembrane transporter activity	F	26	10189	51631
15205	nucleobase transmembrane transporter activity	F	31	10184	51631
